institution,country,subject,subject_rank,world_rank,overall_score,academic_score,employer_score,faculty_score,citations_score
Monash University,Australia,Education,30,57.0,71.6,87.6,80.8,11.2,79.3
Pennsylvania State University,United States,Education,31,93.0,60.8,76.7,69.8,32.6,67.7
University of Illinois at Urbana-Champaign,United States,Education,32,85.0,63.6,85.6,60.9,9.5,88.7
Korea University,Republic of Korea,Education,33,74.0,66.9,79.3,93.9,86.1,29.5
The University of Auckland,New Zealand,Education,34,87.0,62.7,81.5,48.3,22.4,54.1
Zhejiang University,China (Mainland),Education,34,43.0,79.3,72.2,95.3,78.7,88.4
Pontificia Universidad Católica de Chile (UC),Chile,Education,36,121.0,54.9,91.8,98.1,22.3,12.5
University of Helsinki,Finland,Education,37,107.0,57.8,65.3,44.6,66.5,49.8
Universiti Malaya (UM),Malaysia,Education,38,70.0,67.9,79.6,94.9,67.8,39.4
The Ohio State University,United States,Education,39,140.0,52.0,61.1,62.2,51.1,34.6
University of Pennsylvania,United States,Education,39,13.0,90.6,96.5,92.5,99.9,70.9
The University of Queensland,Australia,Education,41,51.0,74.8,86.6,75.6,20.2,90.8
University of Texas at Austin,United States,Education,41,72.0,67.4,93.7,85.2,9.8,90.9
The University of Tokyo,Japan,Education,43,23.0,85.3,100.0,99.7,91.9,73.3
University of Washington,United States,Education,44,80.0,64.7,84.8,48.6,10.8,100.0
The University of Manchester,United Kingdom,Education,45,28.0,82.3,95.1,97.7,63.1,59.0
ETH Zurich - Swiss Federal Institute of Technology,Switzerland,Education,46,9.0,93.6,98.6,91.3,74.2,99.2
New York University (NYU),United States,Education,46,39.0,80.3,95.9,99.0,98.1,28.9
Princeton University,United States,Education,46,17.0,89.2,99.9,98.9,72.6,100.0
University of Bristol,United Kingdom,Education,46,62.0,70.0,74.4,84.1,58.3,55.3
Deakin University,Australia,Education,50,266.0,37.5,27.6,30.7,4.7,66.8
Massachusetts Institute of Technology (MIT),United States,Engineering - Chemical,1,,,,,,
Stanford University,United States,Engineering - Chemical,2,3.0,98.5,100.0,100.0,100.0,99.9
University of Cambridge,United Kingdom,Engineering - Chemical,3,2.0,98.8,100.0,100.0,100.0,92.3
National University of Singapore (NUS),Singapore,Engineering - Chemical,4,11.0,92.7,99.5,94.1,79.8,91.8
ETH Zurich - Swiss Federal Institute of Technology,Switzerland,Engineering - Chemical,5,9.0,93.6,98.6,91.3,74.2,99.2
"University of California, Berkeley (UCB)",United States,Engineering - Chemical,6,27.0,82.7,100.0,100.0,23.9,99.9
Tsinghua University,China (Mainland),Engineering - Chemical,7,14.0,90.1,98.9,97.7,92.8,98.1
University of Oxford,United Kingdom,Engineering - Chemical,8,4.0,98.4,100.0,100.0,100.0,90.0
Imperial College London,United Kingdom,Engineering - Chemical,9,7.0,97.0,98.3,99.7,99.5,86.5
"Nanyang Technological University, Singapore (NTU)",Singapore,Engineering - Chemical,10,19.0,88.4,90.4,76.1,83.2,94.1
Seoul National University,Republic of Korea,Engineering - Chemical,11,29.0,82.2,98.6,97.8,87.0,70.3
EPFL,Switzerland,Engineering - Chemical,12,16.0,89.2,83.7,71.8,91.1,99.4
California Institute of Technology (Caltech),United States,Engineering - Chemical,13,6.0,97.0,96.5,87.1,100.0,100.0
Princeton University,United States,Engineering - Chemical,13,17.0,89.2,99.9,98.9,72.6,100.0
Peking University,China (Mainland),Engineering - Chemical,15,12.0,91.3,99.3,96.5,87.3,96.7
The University of Manchester,United Kingdom,Engineering - Chemical,16,28.0,82.3,95.1,97.7,63.1,59.0
The University of Tokyo,Japan,Engineering - Chemical,17,23.0,85.3,100.0,99.7,91.9,73.3
Yale University,United States,Engineering - Chemical,18,18.0,89.0,99.9,100.0,100.0,51.5
Zhejiang University,China (Mainland),Engineering - Chemical,18,43.0,79.3,72.2,95.3,78.7,88.4
UCL,United Kingdom,Engineering - Chemical,20,8.0,95.0,99.4,98.6,97.6,77.0
Delft University of Technology,Netherlands,Engineering - Chemical,21,61.0,70.0,71.6,80.2,34.5,84.4
"University of California, Los Angeles (UCLA)",United States,Engineering - Chemical,22,44.0,78.7,100.0,99.9,37.7,85.9
Northwestern University,United States,Engineering - Chemical,23,32.0,81.8,84.4,71.9,98.3,84.2
University of Toronto,Canada,Engineering - Chemical,23,35.0,81.5,99.6,98.3,65.6,43.5
"KIT, Karlsruhe Institute of Technology",Germany,Engineering - Chemical,25,142.0,51.9,44.7,67.7,33.3,72.0
Technical University of Denmark,Denmark,Engineering - Chemical,25,104.0,58.0,30.9,23.4,100.0,70.8
University of Minnesota Twin Cities,United States,Engineering - Chemical,27,186.0,45.4,60.1,28.2,38.2,49.2
Georgia Institute of Technology,United States,Engineering - Chemical,28,88.0,62.3,67.7,77.0,11.1,95.5
Shanghai Jiao Tong University,China (Mainland),Engineering - Chemical,29,46.0,77.4,82.7,90.2,57.7,97.1
KAIST - Korea Advanced Institute of Science & Technology,Republic of Korea,Engineering - Chemical,30,42.0,79.3,88.1,85.8,68.9,97.7
University of Texas at Austin,United States,Engineering - Chemical,30,72.0,67.4,93.7,85.2,9.8,90.9
Fudan University,China (Mainland),Engineering - Chemical,32,34.0,81.5,83.6,93.5,89.3,70.4
KU Leuven,Belgium,Engineering - Chemical,33,76.0,66.0,83.8,53.0,7.7,92.7
University of Pennsylvania,United States,Engineering - Chemical,34,13.0,90.6,96.5,92.5,99.9,70.9
University of Wisconsin-Madison,United States,Engineering - Chemical,34,83.0,63.7,82.4,48.1,70.6,41.9
Cornell University,United States,Engineering - Chemical,36,20.0,87.2,98.3,91.4,62.2,99.3
Johns Hopkins University,United States,Engineering - Chemical,37,24.0,85.1,87.9,47.2,100.0,87.3
Kyoto University,Japan,Engineering - Chemical,38,36.0,81.4,98.6,98.9,94.8,54.2
The University of Queensland,Australia,Engineering - Chemical,39,51.0,74.8,86.6,75.6,20.2,90.8
University of Chicago,United States,Engineering - Chemical,39,10.0,93.2,99.2,92.2,92.9,86.8
Politecnico di Milano,Italy,Engineering - Chemical,41,139.0,52.4,67.8,76.8,5.4,53.5
Tianjin University,China (Mainland),Engineering - Chemical,41,308.0,34.4,18.3,4.3,31.2,92.0
Purdue University,United States,Engineering - Chemical,43,129.0,54.2,62.7,73.1,11.7,70.9
McGill University,Canada,Engineering - Chemical,44,31.0,81.9,93.3,93.6,68.9,59.6
University of Michigan-Ann Arbor,United States,Engineering - Chemical,44,25.0,84.4,98.5,91.3,88.9,62.5
Yonsei University,Republic of Korea,Engineering - Chemical,46,73.0,67.0,75.5,95.5,88.6,28.4
The University of New South Wales (UNSW Sydney),Australia,Engineering - Chemical,47,45.0,78.0,89.0,91.1,16.8,97.6
University of British Columbia,Canada,Engineering - Chemical,48,47.0,77.0,98.0,95.4,56.5,42.1
Columbia University,United States,Engineering - Chemical,49,22.0,86.7,99.7,98.1,100.0,47.2
Monash University,Australia,Engineering - Chemical,49,57.0,71.6,87.6,80.8,11.2,79.3
Massachusetts Institute of Technology (MIT),United States,Engineering - Civil,1,,,,,,
ETH Zurich - Swiss Federal Institute of Technology,Switzerland,Engineering - Civil,2,9.0,93.6,98.6,91.3,74.2,99.2
National University of Singapore (NUS),Singapore,Engineering - Civil,3,11.0,92.7,99.5,94.1,79.8,91.8
"University of California, Berkeley (UCB)",United States,Engineering - Civil,3,27.0,82.7,100.0,100.0,23.9,99.9
Tsinghua University,China (Mainland),Engineering - Civil,5,14.0,90.1,98.9,97.7,92.8,98.1
Delft University of Technology,Netherlands,Engineering - Civil,6,61.0,70.0,71.6,80.2,34.5,84.4
Stanford University,United States,Engineering - Civil,7,3.0,98.5,100.0,100.0,100.0,99.9
University of Cambridge,United Kingdom,Engineering - Civil,8,2.0,98.8,100.0,100.0,100.0,92.3
"Nanyang Technological University, Singapore (NTU)",Singapore,Engineering - Civil,9,19.0,88.4,90.4,76.1,83.2,94.1
EPFL,Switzerland,Engineering - Civil,10,16.0,89.2,83.7,71.8,91.1,99.4
Imperial College London,United Kingdom,Engineering - Civil,11,7.0,97.0,98.3,99.7,99.5,86.5
University of Oxford,United Kingdom,Engineering - Civil,12,4.0,98.4,100.0,100.0,100.0,90.0
Politecnico di Milano,Italy,Engineering - Civil,13,139.0,52.4,67.8,76.8,5.4,53.5
The University of Hong Kong,"Hong Kong SAR, China",Engineering - Civil,13,21.0,87.0,97.4,62.9,84.2,72.6
The University of Tokyo,Japan,Engineering - Civil,15,23.0,85.3,100.0,99.7,91.9,73.3
Shanghai Jiao Tong University,China (Mainland),Engineering - Civil,16,46.0,77.4,82.7,90.2,57.7,97.1
The Hong Kong Polytechnic University,"Hong Kong SAR, China",Engineering - Civil,17,66.0,69.0,66.1,37.0,78.4,68.9
University of Illinois at Urbana-Champaign,United States,Engineering - Civil,18,85.0,63.6,85.6,60.9,9.5,88.7
The Hong Kong University of Science and Technology,"Hong Kong SAR, China",Engineering - Civil,19,40.0,79.8,82.0,50.1,62.6,98.6
Tongji University,China (Mainland),Engineering - Civil,20,212.0,42.4,33.2,10.0,26.6,87.5
"University of California, Los Angeles (UCLA)",United States,Engineering - Civil,21,44.0,78.7,100.0,99.9,37.7,85.9
University of Texas at Austin,United States,Engineering - Civil,21,72.0,67.4,93.7,85.2,9.8,90.9
Zhejiang University,China (Mainland),Engineering - Civil,21,43.0,79.3,72.2,95.3,78.7,88.4
The University of New South Wales (UNSW Sydney),Australia,Engineering - Civil,24,45.0,78.0,89.0,91.1,16.8,97.6
Georgia Institute of Technology,United States,Engineering - Civil,25,88.0,62.3,67.7,77.0,11.1,95.5
University of British Columbia,Canada,Engineering - Civil,25,47.0,77.0,98.0,95.4,56.5,42.1
University of Toronto,Canada,Engineering - Civil,27,35.0,81.5,99.6,98.3,65.6,43.5
The University of Sydney,Australia,Engineering - Civil,28,41.0,79.6,96.2,91.7,15.6,92.1
Seoul National University,Republic of Korea,Engineering - Civil,29,29.0,82.2,98.6,97.8,87.0,70.3
University of Michigan-Ann Arbor,United States,Engineering - Civil,30,25.0,84.4,98.5,91.3,88.9,62.5
Purdue University,United States,Engineering - Civil,31,129.0,54.2,62.7,73.1,11.7,70.9
The University of Melbourne,Australia,Engineering - Civil,31,33.0,81.6,98.6,94.9,17.9,95.0
UCL,United Kingdom,Engineering - Civil,33,8.0,95.0,99.4,98.6,97.6,77.0
KAIST - Korea Advanced Institute of Science & Technology,Republic of Korea,Engineering - Civil,34,42.0,79.3,88.1,85.8,68.9,97.7
Technical University of Denmark,Denmark,Engineering - Civil,35,104.0,58.0,30.9,23.4,100.0,70.8
Technical University of Munich,Germany,Engineering - Civil,36,49.0,76.4,84.0,96.8,96.4,25.8
California Institute of Technology (Caltech),United States,Engineering - Civil,37,6.0,97.0,96.5,87.1,100.0,100.0
Harbin Institute of Technology,China (Mainland),Engineering - Civil,37,217.0,42.0,26.6,8.9,50.5,96.5
Kyoto University,Japan,Engineering - Civil,39,36.0,81.4,98.6,98.9,94.8,54.2
Politecnico di Torino,Italy,Engineering - Civil,39,325.0,33.1,36.6,47.3,2.5,54.0
Columbia University,United States,Engineering - Civil,41,22.0,86.7,99.7,98.1,100.0,47.2
Monash University,Australia,Engineering - Civil,42,57.0,71.6,87.6,80.8,11.2,79.3
KTH Royal Institute of Technology,Sweden,Engineering - Civil,43,,,,,,
Tokyo Institute of Technology (Tokyo Tech),Japan,Engineering - Civil,44,55.0,72.5,74.1,93.4,81.5,65.9
Texas A&M University,United States,Engineering - Civil,45,164.0,47.9,61.5,65.0,5.0,67.8
King Fahd University of Petroleum & Minerals,Saudi Arabia,Engineering - Civil,46,160.0,48.8,30.3,24.9,88.5,50.9
KU Leuven,Belgium,Engineering - Civil,46,76.0,66.0,83.8,53.0,7.7,92.7
The University of Auckland,New Zealand,Engineering - Civil,48,87.0,62.7,81.5,48.3,22.4,54.1
Yonsei University,Republic of Korea,Engineering - Civil,48,73.0,67.0,75.5,95.5,88.6,28.4
Pontificia Universidad Católica de Chile (UC),Chile,Engineering - Civil,50,121.0,54.9,91.8,98.1,22.3,12.5
Massachusetts Institute of Technology (MIT),United States,Engineering - Electrical,1,,,,,,
Stanford University,United States,Engineering - Electrical,2,3.0,98.5,100.0,100.0,100.0,99.9
"University of California, Berkeley (UCB)",United States,Engineering - Electrical,3,27.0,82.7,100.0,100.0,23.9,99.9
Harvard University,United States,Engineering - Electrical,4,5.0,97.6,100.0,100.0,99.4,100.0
"Nanyang Technological University, Singapore (NTU)",Singapore,Engineering - Electrical,4,19.0,88.4,90.4,76.1,83.2,94.1
National University of Singapore (NUS),Singapore,Engineering - Electrical,4,11.0,92.7,99.5,94.1,79.8,91.8
University of Cambridge,United Kingdom,Engineering - Electrical,4,2.0,98.8,100.0,100.0,100.0,92.3
ETH Zurich - Swiss Federal Institute of Technology,Switzerland,Engineering - Electrical,8,9.0,93.6,98.6,91.3,74.2,99.2
University of Oxford,United Kingdom,Engineering - Electrical,8,4.0,98.4,100.0,100.0,100.0,90.0
Tsinghua University,China (Mainland),Engineering - Electrical,10,14.0,90.1,98.9,97.7,92.8,98.1
EPFL,Switzerland,Engineering - Electrical,11,16.0,89.2,83.7,71.8,91.1,99.4
Imperial College London,United Kingdom,Engineering - Electrical,12,7.0,97.0,98.3,99.7,99.5,86.5
"University of California, Los Angeles (UCLA)",United States,Engineering - Electrical,13,44.0,78.7,100.0,99.9,37.7,85.9
California Institute of Technology (Caltech),United States,Engineering - Electrical,14,6.0,97.0,96.5,87.1,100.0,100.0
Georgia Institute of Technology,United States,Engineering - Electrical,14,88.0,62.3,67.7,77.0,11.1,95.5
University of Toronto,Canada,Engineering - Electrical,16,35.0,81.5,99.6,98.3,65.6,43.5
Carnegie Mellon University,United States,Engineering - Electrical,17,52.0,74.6,72.1,69.0,58.6,100.0
Delft University of Technology,Netherlands,Engineering - Electrical,18,61.0,70.0,71.6,80.2,34.5,84.4
Shanghai Jiao Tong University,China (Mainland),Engineering - Electrical,19,46.0,77.4,82.7,90.2,57.7,97.1
Peking University,China (Mainland),Engineering - Electrical,20,12.0,91.3,99.3,96.5,87.3,96.7
Princeton University,United States,Engineering - Electrical,21,17.0,89.2,99.9,98.9,72.6,100.0
KAIST - Korea Advanced Institute of Science & Technology,Republic of Korea,Engineering - Electrical,22,42.0,79.3,88.1,85.8,68.9,97.7
Politecnico di Milano,Italy,Engineering - Electrical,23,139.0,52.4,67.8,76.8,5.4,53.5
Technical University of Munich,Germany,Engineering - Electrical,23,49.0,76.4,84.0,96.8,96.4,25.8
The University of Tokyo,Japan,Engineering - Electrical,25,23.0,85.3,100.0,99.7,91.9,73.3
Zhejiang University,China (Mainland),Engineering - Electrical,25,43.0,79.3,72.2,95.3,78.7,88.4
University of Texas at Austin,United States,Engineering - Electrical,27,72.0,67.4,93.7,85.2,9.8,90.9
University of Michigan-Ann Arbor,United States,Engineering - Electrical,28,25.0,84.4,98.5,91.3,88.9,62.5
